URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,TLD_freq
23,16,0,100.0,1.0,0.5229071,0.058773194,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
90,19,0,23.59969324,0.6875,0.0059772,0.037473063,2,1,0,0,0.0,48,0.533,23,0.256,0,0,0,11,0.122,1,0.02319135649332318
27,20,0,100.0,1.0,0.5229071,0.061524807,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
20,13,0,100.0,1.0,0.0064109,0.073851518,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.0030154751618946592
33,25,0,34.81846154,0.428571429,0.001502,0.042971587,3,1,0,0,0.0,18,0.545,3,0.091,0,0,0,4,0.121,1,0.02636936790507883
24,17,0,100.0,1.0,0.5229071,0.07328364,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.065976266,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
25,18,0,100.0,0.818181818,0.028555,0.062215398,2,2,0,0,0.0,10,0.4,1,0.04,0,0,0,2,0.08,1,0.027271871818780637
25,18,0,100.0,1.0,0.0799628,0.058312442,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.07914659914283514
34,25,0,66.72,0.80952381,0.5229071,0.045655877,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0.4765905027502844
27,21,0,56.27030539,0.785714286,0.0069695,0.049746738,2,1,0,0,0.0,13,0.481,2,0.074,0,0,0,1,0.037,0,0.005727264172733261
24,17,0,100.0,1.0,0.5229071,0.064842526,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
34,27,0,100.0,1.0,0.5229071,0.06645405,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
29,23,0,74.51523546,0.666666667,0.5229071,0.061606583,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0,0.4765905027502844
19,12,0,100.0,1.0,0.5229071,0.069934094,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.4765905027502844
695,18,0,2.055651037,1.0,0.5229071,0.031843664,3,1,0,0,0.0,532,0.765,131,0.188,1,1,0,18,0.029,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.059455738,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
30,23,0,52.07756233,0.933333333,0.5229071,0.052523585,3,2,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0,0.4765905027502844
22,15,0,69.11111111,0.727272727,0.0799628,0.057546107,3,0,0,0,0.0,13,0.591,0,0.0,0,0,0,2,0.091,0,0.07914659914283514
22,15,0,100.0,0.625,0.0021745,0.058383034,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.0009581084202331967
36,27,0,61.79166667,0.473684211,0.0799628,0.048641632,3,2,0,0,0.0,19,0.528,2,0.056,0,0,0,3,0.083,1,0.07914659914283514
23,17,0,78.95181741,1.0,0.0045585,0.060402003,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.004734937594634593
29,21,0,65.01345636,1.0,0.0799628,0.066270917,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0,0.07914659914283514
23,16,0,100.0,1.0,0.5229071,0.065048891,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
26,19,0,100.0,1.0,0.0384199,0.063849828,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.03032584240827395
21,14,0,100.0,1.0,0.5229071,0.076994603,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
31,24,0,100.0,0.625,0.5229071,0.065728134,3,1,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0.4765905027502844
26,19,0,100.0,0.833333333,0.028555,0.041168241,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,0.027271871818780637
23,16,0,100.0,0.777777778,0.0230451,0.06546401,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.009478429728735553
23,17,0,92.64581572,1.0,0.5229071,0.054078556,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.049480763,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
24,17,0,100.0,0.8,0.0050842,0.062876756,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,0.005894077692327433
34,27,0,100.0,1.0,0.5229071,0.064382605,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
22,15,0,100.0,1.0,0.5229071,0.05741636,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
26,19,0,100.0,1.0,0.0384199,0.062893803,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.03032584240827395
25,18,0,100.0,0.545454545,0.0045585,0.061799488,2,3,0,0,0.0,10,0.4,0,0.0,0,0,0,3,0.12,1,0.004734937594634593
23,17,0,74.46581197,1.0,0.5229071,0.057167217,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.064923085,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
24,17,0,60.35502959,0.888888889,0.5229071,0.041206307,3,2,0,0,0.0,9,0.375,2,0.083,0,0,0,2,0.083,0,0.4765905027502844
207,52,0,7.206863891,0.363636364,0.0002752,0.044901816,3,5,0,0,0.0,136,0.657,30,0.145,5,2,0,23,0.145,0,0.009918988511253496
30,23,0,73.79501385,1.0,0.5229071,0.058654132,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,0.4765905027502844
25,18,0,100.0,1.0,0.0019696,0.06309625,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.0011805264463587604
30,23,0,78.28254848,1.0,0.5229071,0.052608971,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,0.4765905027502844
23,17,0,71.70068027,1.0,0.5229071,0.056061478,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
24,16,0,76.28676471,0.583333333,0.5229071,0.066771287,3,0,0,0,0.0,14,0.583,0,0.0,0,0,0,3,0.125,0,0.4765905027502844
49,27,0,31.69329747,0.545454545,4.47e-05,0.058990537,4,1,0,0,0.0,39,0.796,0,0.0,0,0,0,3,0.061,0,0.00019675440772646004
27,20,0,100.0,1.0,0.0799628,0.058768935,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.07914659914283514
97,76,0,10.24982816,0.236111111,0.5229071,0.039934341,3,2,0,0,0.0,73,0.753,9,0.093,0,0,0,7,0.072,1,0.4765905027502844
30,23,0,100.0,1.0,0.5229071,0.054440913,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
27,20,0,100.0,1.0,0.0799628,0.057239364,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.07914659914283514
23,17,0,91.46238377,1.0,0.5229071,0.064174841,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
36,29,0,100.0,1.0,0.5229071,0.059961075,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,0.4765905027502844
24,17,0,100.0,1.0,0.0045585,0.052548874,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.004734937594634593
19,12,0,100.0,1.0,0.0799628,0.070286021,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.07914659914283514
17,10,0,100.0,1.0,0.0059772,0.075146897,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,0.02319135649332318
32,25,0,100.0,1.0,0.5229071,0.064473466,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
50,42,0,31.47181353,0.538461538,0.0059772,0.060006758,2,2,0,0,0.0,39,0.78,0,0.0,0,0,0,3,0.06,1,0.02319135649332318
24,17,0,100.0,1.0,0.5229071,0.064345689,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
21,14,0,100.0,1.0,0.5229071,0.06478016,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
35,28,0,100.0,1.0,0.5229071,0.064342819,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.059448577,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
21,14,0,100.0,0.714285714,0.028555,0.057546142,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,0.027271871818780637
29,22,0,100.0,1.0,0.5229071,0.063636855,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
32,25,0,100.0,1.0,0.0384199,0.058940329,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.03032584240827395
21,15,0,92.28650138,1.0,0.5229071,0.059382791,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0.4765905027502844
41,13,0,28.28822989,1.0,0.0001858,0.057297332,2,0,0,0,0.0,28,0.683,0,0.0,0,0,0,5,0.122,1,0.005145555489020248
30,23,0,100.0,1.0,0.5229071,0.063340544,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
37,28,0,59.6323012,0.565217391,0.0017656,0.043303931,4,1,0,0,0.0,18,0.486,6,0.162,0,0,0,5,0.135,1,0.0063046955867130895
24,17,0,100.0,1.0,0.5229071,0.062801298,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
42,36,0,31.97206439,0.576923077,0.0003175,0.055200101,5,1,0,0,0.0,28,0.667,0,0.0,0,0,0,3,0.071,0,0.0003036861510560579
32,25,0,41.25538462,0.904761905,0.0384199,0.054987575,3,1,0,0,0.0,20,0.625,3,0.094,0,0,0,2,0.062,0,0.03032584240827395
23,16,0,100.0,0.666666667,0.0009815,0.056254843,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.000846899407170415
26,19,0,100.0,1.0,0.5229071,0.059621758,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
85,76,0,10.75835522,0.180555556,0.5229071,0.037102876,3,2,0,0,0.0,62,0.729,10,0.118,0,0,0,5,0.059,1,0.4765905027502844
41,34,0,100.0,1.0,0.5229071,0.056369665,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,0.4765905027502844
28,21,0,100.0,1.0,0.5229071,0.06311999,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0.4765905027502844
24,17,0,100.0,1.0,0.0326503,0.049344798,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.01704919715647108
89,33,0,13.04438286,0.583333333,0.0004041,0.034325885,4,2,0,0,0.0,66,0.742,7,0.079,1,0,0,3,0.045,1,0.0017151851630067495
21,14,0,100.0,1.0,0.5229071,0.05181082,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
31,24,0,100.0,1.0,0.5229071,0.063669284,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.070241733,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
32,25,0,100.0,1.0,0.5229071,0.06351377,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
21,14,0,100.0,1.0,0.001523,0.048033142,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.002331112004585233
21,14,0,100.0,1.0,0.5229071,0.065610594,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
45,17,0,30.50632425,0.785714286,0.0094423,0.051168867,2,1,0,0,0.0,31,0.689,0,0.0,0,0,0,6,0.133,1,0.007870176309058402
18,11,0,100.0,1.0,0.0101825,0.071122099,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.006865017921760182
26,19,0,100.0,1.0,0.5229071,0.061190007,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
38,29,0,64.48672216,0.48,0.5229071,0.058208279,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,5,0.132,1,0.4765905027502844
20,13,0,100.0,1.0,0.5229071,0.074467244,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.4765905027502844
24,17,0,47.84446323,0.8,0.0002256,0.053386368,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,0.004752046673567329
20,13,0,88.39506173,1.0,0.5229071,0.062322172,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0.4765905027502844
25,18,0,100.0,0.6,0.0033282,0.052936644,3,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,0.005436409830876755
30,24,0,37.83933518,0.764705882,0.0045585,0.041031843,2,2,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0,0.004734937594634593
24,18,0,85.85034014,0.5,0.5229071,0.060998753,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,3,0.125,0,0.4765905027502844
24,17,0,100.0,1.0,0.0101825,0.046482937,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.006865017921760182
43,36,0,100.0,0.931034483,0.028555,0.065631144,2,2,0,0,0.0,29,0.674,0,0.0,0,0,0,2,0.047,1,0.027271871818780637
21,14,0,74.14965986,0.727272727,0.0050842,0.049794816,2,1,0,0,0.0,12,0.571,0,0.0,0,0,0,2,0.095,0,0.005894077692327433
29,22,0,100.0,1.0,0.5229071,0.062877719,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
23,16,0,83.54700855,1.0,0.5229071,0.069562469,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
56,47,0,30.81882549,0.204545455,0.0059772,0.027542644,2,2,0,0,0.0,21,0.375,19,0.339,0,0,0,8,0.143,1,0.02319135649332318
26,19,0,100.0,1.0,0.0040185,0.066406883,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.0030069206224282914
228,53,0,6.969839077,0.377777778,0.0002752,0.04315566,3,5,1,12,0.053,147,0.645,41,0.18,1,1,12,15,0.127,0,0.009918988511253496
23,16,0,100.0,1.0,0.0049832,0.048976272,2,1,0,0,0.0,8,0.348,2,0.087,0,0,0,1,0.043,1,0.002395271050582992
38,31,0,100.0,1.0,0.5229071,0.063380351,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.061110997,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
35,28,0,42.68121042,0.458333333,0.5229071,0.049232377,3,1,0,0,0.0,23,0.657,3,0.086,0,0,0,2,0.057,0,0.4765905027502844
26,19,0,100.0,1.0,0.0326503,0.049830677,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.01704919715647108
27,20,0,100.0,1.0,0.0799628,0.051983181,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.07914659914283514
21,6,0,49.70414201,1.0,0.0326503,0.029831038,2,0,0,0,0.0,7,0.333,4,0.19,0,0,0,2,0.095,1,0.01704919715647108
18,11,0,72.44897959,1.0,0.0002356,0.066346839,2,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,0.0004277269733183914
25,18,0,100.0,1.0,0.5229071,0.067263632,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
18,11,0,100.0,1.0,0.0059772,0.052634582,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.02319135649332318
35,29,0,38.98611111,0.45,0.0075051,0.054369668,4,1,0,0,0.0,21,0.6,0,0.0,0,0,0,3,0.086,0,0.006693927132432826
54,37,0,20.89710884,0.454545455,0.0384199,0.039143199,3,3,0,0,0.0,27,0.5,13,0.241,0,0,0,7,0.13,0,0.03032584240827395
26,19,0,100.0,1.0,0.5229071,0.058918135,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
60,52,0,23.45930557,0.489795918,0.0129268,0.062228632,2,1,0,0,0.0,47,0.783,0,0.0,0,0,0,6,0.1,0,0.01795597833990607
32,25,0,100.0,1.0,0.5229071,0.057666363,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
40,33,0,100.0,1.0,0.5229071,0.06348856,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.053412736,3,1,0,0,0.0,11,0.44,1,0.04,0,0,0,1,0.04,1,0.4765905027502844
29,22,0,100.0,0.571428571,0.0384199,0.058508384,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,0.03032584240827395
28,21,0,100.0,1.0,0.012178,0.060451098,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.008062653447051678
24,18,0,56.05442177,1.0,0.0001612,0.058968573,2,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,0.0001240408222623335
23,16,0,100.0,1.0,0.5229071,0.069103739,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
88,79,0,9.049831758,0.157894737,0.0129268,0.034808459,2,2,0,0,0.0,62,0.705,13,0.148,0,0,0,5,0.057,1,0.01795597833990607
31,24,0,100.0,0.823529412,0.0094423,0.066559133,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0.007870176309058402
82,74,0,11.01144388,0.188405797,0.0003306,0.0328541,4,2,0,0,0.0,54,0.659,17,0.207,0,0,0,4,0.049,0,0.006257645619648066
33,26,0,100.0,1.0,0.5229071,0.06721917,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
24,17,0,100.0,1.0,0.0384199,0.062143596,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.03032584240827395
37,29,0,57.40307692,0.523809524,0.0017496,0.05023229,3,4,0,0,0.0,21,0.568,0,0.0,0,0,0,5,0.135,0,0.006266200159114434
21,14,0,100.0,1.0,0.5229071,0.071267824,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
21,14,0,100.0,1.0,0.0033189,0.047858811,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.002976979734296004
29,22,0,100.0,0.533333333,0.0023289,0.060396542,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,0.0017194624327399335
21,14,0,100.0,0.571428571,0.0001423,0.047316896,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,8.98226643968622e-05
31,24,0,59.33333333,1.0,0.5229071,0.060303697,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,0.4765905027502844
27,20,0,63.97619048,0.5,0.5229071,0.058618019,3,0,0,0,0.0,17,0.63,0,0.0,0,0,0,3,0.111,0,0.4765905027502844
137,7,0,6.279208443,1.0,0.0129268,0.033360568,2,0,0,0,0.0,104,0.759,17,0.124,3,1,0,4,0.058,1,0.01795597833990607
43,36,0,38.29308712,0.285714286,0.0002752,0.059640985,3,3,0,0,0.0,27,0.628,0,0.0,0,0,0,5,0.116,0,0.009918988511253496
41,34,0,100.0,1.0,0.5229071,0.061596107,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,0.4765905027502844
22,15,0,72.27387997,1.0,0.028555,0.048485179,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.027271871818780637
22,15,0,100.0,1.0,0.5229071,0.04544681,3,1,0,0,0.0,6,0.273,3,0.136,0,0,0,1,0.045,1,0.4765905027502844
40,22,0,50.50899621,0.684210526,0.0129268,0.053147187,2,1,0,0,0.0,29,0.725,0,0.0,0,0,0,3,0.075,1,0.01795597833990607
34,27,0,100.0,1.0,0.5229071,0.063272797,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
30,23,0,100.0,1.0,0.5229071,0.057918614,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
30,23,0,100.0,1.0,0.0799628,0.070061819,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.07914659914283514
33,26,0,100.0,0.526315789,0.028555,0.061436824,2,3,0,0,0.0,18,0.545,0,0.0,0,0,0,3,0.091,1,0.027271871818780637
26,20,0,61.22222222,0.636363636,0.0006227,0.062571751,4,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,0.0022113484520560837
25,18,0,100.0,1.0,0.5229071,0.065800919,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
27,21,0,48.75048058,1.0,0.0001306,0.052081917,2,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.004255883384517994
23,17,0,80.81632653,1.0,0.0002256,0.059458928,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.004752046673567329
34,25,0,50.74461538,0.681818182,0.0129268,0.057144863,2,1,0,0,0.0,23,0.676,0,0.0,0,0,0,3,0.088,1,0.01795597833990607
25,18,0,100.0,1.0,0.0799628,0.071800032,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.07914659914283514
23,16,0,100.0,1.0,0.0799628,0.069620209,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.07914659914283514
24,17,0,100.0,1.0,0.0799628,0.063801941,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.07914659914283514
63,30,0,18.5785124,0.518518519,0.0069695,0.06309508,2,2,0,0,0.0,48,0.762,0,0.0,0,0,0,7,0.111,1,0.005727264172733261
25,18,0,71.42857143,1.0,0.5229071,0.055374718,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,0.4765905027502844
22,15,0,100.0,1.0,0.5229071,0.075121805,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
42,33,0,56.50623886,0.862068966,0.5229071,0.037249624,3,1,0,0,0.0,18,0.429,13,0.31,0,0,0,3,0.071,1,0.4765905027502844
46,27,0,50.45102635,0.652173913,0.5229071,0.058648948,3,1,0,0,0.0,34,0.739,0,0.0,0,0,0,5,0.109,0,0.4765905027502844
20,13,0,77.28395062,1.0,0.5229071,0.052321569,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0.4765905027502844
37,19,0,64.83154122,0.5,0.0014653,0.056061132,2,2,0,0,0.0,24,0.649,0,0.0,0,0,0,6,0.162,0,0.0034260930562803153
18,11,0,100.0,1.0,0.0129268,0.066656829,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.01795597833990607
29,22,0,100.0,1.0,0.5229071,0.061980724,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
43,36,0,50.62736742,0.642857143,0.5229071,0.064045189,3,2,0,0,0.0,30,0.698,0,0.0,0,0,0,2,0.047,0,0.4765905027502844
28,21,0,100.0,1.0,0.0082003,0.05354966,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.007382567559475436
82,74,0,12.33406379,0.260869565,0.0003306,0.037254755,4,2,0,0,0.0,63,0.768,8,0.098,0,0,0,4,0.049,0,0.006257645619648066
33,26,0,100.0,1.0,0.0799628,0.056166982,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.07914659914283514
32,26,0,45.34674811,0.777777778,0.5229071,0.04149512,3,2,0,0,0.0,12,0.375,6,0.188,0,0,0,3,0.094,0,0.4765905027502844
33,26,0,100.0,1.0,0.0799628,0.058249367,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.07914659914283514
40,33,0,100.0,1.0,0.5229071,0.063509956,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,0.4765905027502844
42,28,0,48.65306122,0.708333333,0.5229071,0.062668283,3,1,0,0,0.0,31,0.738,0,0.0,0,0,0,3,0.071,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.064392285,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
43,35,0,49.14080747,0.419354839,0.5229071,0.049883582,3,1,0,0,0.0,31,0.721,0,0.0,0,0,0,4,0.093,1,0.4765905027502844
21,14,0,100.0,1.0,0.5229071,0.066500525,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
18,11,0,100.0,1.0,0.0056158,0.069457459,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.004187447068787052
30,23,0,100.0,0.8125,0.028555,0.061182091,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,0.027271871818780637
34,27,0,100.0,1.0,0.0799628,0.058532006,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.07914659914283514
25,19,0,51.52354571,0.6875,0.0003027,0.050986715,2,1,0,0,0.0,16,0.64,0,0.0,0,0,0,2,0.08,0,0.00047477694038341447
36,29,0,100.0,1.0,0.5229071,0.054382534,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,0.4765905027502844
33,25,0,54.39403901,0.5,0.0059772,0.060617488,2,2,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,1,0.02319135649332318
34,28,0,37.625,0.666666667,0.0180132,0.052401884,2,3,0,0,0.0,20,0.588,0,0.0,0,0,0,3,0.088,0,0.016292120413697528
27,21,0,94.73279508,1.0,0.5229071,0.067766261,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
18,12,0,73.61111111,1.0,0.5229071,0.048590421,3,1,0,0,0.0,5,0.278,1,0.056,0,0,0,1,0.056,0,0.4765905027502844
33,25,0,66.69538462,0.80952381,0.5229071,0.044036782,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,3,0.091,1,0.4765905027502844
21,15,0,62.53443526,0.714285714,0.5229071,0.039579601,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,0.4765905027502844
