URLLength,DomainLength,IsDomainIP,TLDLegitimateProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,TLD_freq
28,22,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
30,22,0,0.0129268,2,1,0,0,0.0,20,0.667,0,0.0,0,0,0,2,0.067,0.017955978339906
31,25,0,0.0008457,6,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0.0012703491107556
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
23,16,0,0.0003682,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0007784630914394
26,18,0,0.0015361,2,0,0,0,0.0,17,0.654,0,0.0,0,0,0,1,0.038,0.0012019127950246
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
38,31,0,0.5229071,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
34,25,0,0.5229071,3,1,0,0,0.0,17,0.5,6,0.176,0,0,0,3,0.088,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
26,19,0,0.0384199,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0303258424082739
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
51,34,0,0.0036375,2,1,0,0,0.0,38,0.745,0,0.0,0,0,0,6,0.118,0.0042986560818498
18,12,0,0.5229071,3,0,0,0,0.0,9,0.5,0,0.0,0,0,0,2,0.111,0.4765905027502844
66,27,0,0.0006227,4,1,0,0,0.0,36,0.545,15,0.227,2,1,0,5,0.121,0.002211348452056
50,16,0,0.0129268,2,1,0,0,0.0,20,0.4,18,0.36,0,0,0,4,0.08,0.017955978339906
30,24,0,0.0384199,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0.0303258424082739
22,15,0,0.5229071,3,0,0,0,0.0,14,0.636,0,0.0,0,0,0,1,0.045,0.4765905027502844
18,11,0,0.0082003,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0073825675594754
19,12,0,0.0129268,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.017955978339906
26,20,0,0.0008457,6,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0.0012703491107556
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
40,32,0,0.5229071,3,1,0,0,0.0,27,0.675,3,0.075,0,0,0,2,0.05,0.4765905027502844
687,15,0,0.5229071,3,1,0,0,0.0,461,0.671,98,0.143,31,2,0,87,0.175,0.4765905027502844
26,18,0,0.0009613,3,1,0,0,0.0,14,0.538,2,0.077,0,0,0,2,0.077,0.0100301975243162
22,16,0,0.0002256,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.0047520466735673
73,50,0,0.0384199,3,4,0,0,0.0,52,0.712,5,0.068,0,0,0,9,0.123,0.0303258424082739
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
24,17,0,0.0016589,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0021386348665919
26,17,0,0.001502,3,1,0,0,0.0,11,0.423,3,0.115,0,0,0,4,0.154,0.0263693679050788
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
26,19,0,0.0004267,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0006073723021121
25,18,0,0.0017218,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.002117248517926
27,20,0,0.0799628,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0791465991428351
26,19,0,0.0022943,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0014585489790157
23,16,0,0.0384199,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0303258424082739
23,16,0,0.012178,2,1,0,0,0.0,7,0.304,2,0.087,0,0,0,2,0.087,0.0080626534470516
28,21,0,0.0180132,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0162921204136975
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
47,41,0,0.0003477,2,1,0,0,0.0,9,0.191,26,0.553,0,0,0,1,0.021,0.0015013216763475
56,14,1,0.0,3,2,0,0,0.0,21,0.375,18,0.321,1,1,0,8,0.179,1.2831809199551744e-05
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
54,26,0,0.5229071,3,1,0,0,0.0,39,0.722,1,0.019,0,0,0,6,0.111,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
35,26,0,0.5229071,3,1,0,0,0.0,21,0.6,3,0.086,0,0,0,3,0.086,0.4765905027502844
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
34,21,0,0.5229071,3,1,0,0,0.0,10,0.294,12,0.353,0,0,0,4,0.118,0.4765905027502844
36,27,0,0.5229071,3,1,0,0,0.0,24,0.667,1,0.028,0,0,0,3,0.083,0.4765905027502844
36,27,0,0.5229071,3,1,0,0,0.0,18,0.5,6,0.167,0,0,0,4,0.111,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
21,14,0,0.0064109,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0030154751618946
36,27,0,0.5229071,3,1,0,0,0.0,25,0.694,0,0.0,0,0,0,3,0.083,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
42,35,0,0.5229071,3,1,0,0,0.0,24,0.571,6,0.143,0,0,0,5,0.119,0.4765905027502844
86,13,0,0.0129268,2,1,0,0,0.0,66,0.767,8,0.093,0,0,0,4,0.047,0.017955978339906
24,17,0,0.0094423,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0078701763090584
34,25,0,0.5229071,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,0.4765905027502844
38,30,0,0.5229071,3,1,0,0,0.0,28,0.737,0,0.0,0,0,0,2,0.053,0.4765905027502844
66,7,0,0.0129268,2,0,0,0,0.0,49,0.742,6,0.091,0,0,0,3,0.045,0.017955978339906
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
22,16,0,0.5229071,3,1,0,0,0.0,5,0.227,5,0.227,0,0,0,1,0.045,0.4765905027502844
25,19,0,0.5229071,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0.4765905027502844
30,24,0,0.0017656,4,1,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0.006304695586713
26,19,0,0.012178,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0080626534470516
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
18,10,0,0.5229071,3,0,0,0,0.0,3,0.167,6,0.333,0,0,0,2,0.111,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,13,0.481,1,0.037,0,0,0,1,0.037,0.4765905027502844
46,37,0,0.0017656,4,1,0,0,0.0,20,0.435,12,0.261,0,0,0,6,0.13,0.006304695586713
41,34,0,0.0326503,2,1,0,0,0.0,27,0.659,0,0.0,0,0,0,2,0.049,0.017049197156471
22,15,0,0.0230451,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0094784297287355
35,28,0,0.0384199,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.0303258424082739
25,18,0,0.0384199,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0303258424082739
28,21,0,5.21e-05,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,7.699085519731045e-05
96,79,0,0.0129268,2,2,0,0,0.0,77,0.802,5,0.052,0,0,0,6,0.062,0.017955978339906
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
31,24,0,0.0045585,2,3,0,0,0.0,14,0.452,2,0.065,0,0,0,3,0.097,0.0047349375946345
53,22,0,0.0069695,2,2,0,0,0.0,38,0.717,0,0.0,0,0,0,7,0.132,0.0057272641727332
20,14,0,0.5229071,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0.4765905027502844
86,19,0,0.0059772,2,1,0,0,0.0,50,0.581,17,0.198,0,0,0,11,0.128,0.0231913564933231
83,74,0,0.0003306,4,2,0,0,0.0,59,0.711,12,0.145,0,0,0,4,0.048,0.006257645619648
35,24,0,0.5229071,3,0,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,0.4765905027502844
40,31,0,0.5229071,3,1,0,0,0.0,26,0.65,2,0.05,0,0,0,4,0.1,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,15,0.517,1,0.034,0,0,0,1,0.034,0.4765905027502844
31,24,0,0.5229071,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0.4765905027502844
79,33,0,0.5229071,3,1,0,0,0.0,36,0.456,28,0.354,2,1,0,4,0.089,0.4765905027502844
20,14,0,0.5229071,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
26,18,0,0.5229071,3,0,0,0,0.0,17,0.654,0,0.0,0,0,0,1,0.038,0.4765905027502844
82,74,0,0.0003306,4,2,0,0,0.0,64,0.78,7,0.085,0,0,0,3,0.037,0.006257645619648
23,16,0,0.0384199,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0303258424082739
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
21,14,0,0.0129268,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.017955978339906
31,24,0,0.0094423,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.0078701763090584
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
29,22,0,0.028555,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0272718718187806
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
92,19,0,0.5229071,3,0,0,0,0.0,72,0.783,8,0.087,0,0,0,4,0.043,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
20,13,0,0.0180132,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,2,0.1,0.0162921204136975
26,19,0,0.0326503,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.017049197156471
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
21,14,0,0.0799628,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0791465991428351
22,15,0,0.0101825,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0068650179217601
27,20,0,0.0799628,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
20,14,0,0.5229071,3,1,0,0,0.0,4,0.2,4,0.2,0,0,0,1,0.05,0.4765905027502844
35,26,0,0.0017656,4,1,0,0,0.0,17,0.486,6,0.171,0,0,0,4,0.114,0.006304695586713
31,24,0,0.028555,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.0272718718187806
34,28,0,0.5229071,3,2,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0.4765905027502844
52,18,0,0.0069695,2,1,0,0,0.0,38,0.731,0,0.0,0,0,0,6,0.115,0.0057272641727332
37,13,0,0.0180132,2,1,0,0,0.0,21,0.568,1,0.027,0,0,0,3,0.081,0.0162921204136975
20,12,0,6.3e-05,2,1,0,0,0.0,10,0.5,0,0.0,0,0,0,3,0.15,0.0001197635525291
24,17,0,0.0013543,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.001210467334491
31,22,0,0.001502,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,4,0.129,0.0263693679050788
40,32,0,0.5229071,3,1,0,0,0.0,30,0.75,0,0.0,0,0,0,2,0.05,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
39,31,0,0.0009613,3,2,0,0,0.0,22,0.564,6,0.154,0,0,0,3,0.077,0.0100301975243162
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
39,32,0,0.5229071,3,1,0,0,0.0,26,0.667,0,0.0,0,0,0,1,0.026,0.4765905027502844
83,23,0,0.0059772,2,1,0,0,0.0,41,0.494,23,0.277,0,0,0,11,0.133,0.0231913564933231
24,17,0,0.0799628,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0791465991428351
22,16,0,0.0002282,5,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.0001625362498609
39,30,0,0.5229071,3,1,0,0,0.0,20,0.513,6,0.154,0,0,0,5,0.128,0.4765905027502844
28,21,0,0.0045585,2,3,0,0,0.0,11,0.393,2,0.071,0,0,0,3,0.107,0.0047349375946345
20,12,0,0.5229071,3,0,0,0,0.0,11,0.55,0,0.0,0,0,0,1,0.05,0.4765905027502844
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
39,33,0,0.0023239,2,3,0,0,0.0,25,0.641,0,0.0,0,0,0,3,0.077,0.001488489867148
31,25,0,0.0003212,5,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0.0003421815786547
31,25,0,0.5229071,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
32,25,0,0.0799628,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
34,25,0,0.5229071,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,0.4765905027502844
24,17,0,0.0799628,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
29,23,0,0.0017656,4,1,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0.006304695586713
23,16,0,0.0033189,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.002976979734296
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
104,21,0,0.0040185,2,1,0,0,0.0,79,0.76,10,0.096,0,0,0,7,0.067,0.0030069206224282
66,36,0,0.5229071,3,1,0,0,0.0,43,0.652,10,0.152,0,0,0,5,0.076,0.4765905027502844
26,19,0,2.01e-05,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,4.7049967065023055e-05
20,13,0,0.0017975,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0018349487155358
33,17,0,0.5229071,3,0,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,0.4765905027502844
24,9,0,0.0075051,4,0,0,0,0.0,13,0.542,0,0.0,0,0,0,3,0.125,0.0066939271324328
42,33,0,0.001502,3,1,0,0,0.0,25,0.595,3,0.071,0,0,0,6,0.143,0.0263693679050788
27,20,0,0.0799628,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0791465991428351
45,36,0,0.5229071,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,0.4765905027502844
21,14,0,0.0045585,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0047349375946345
22,16,0,0.0045585,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.0047349375946345
52,34,0,0.0002752,3,4,0,0,0.0,32,0.615,1,0.019,1,1,0,6,0.154,0.0099189885112534
31,25,0,0.5229071,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0.4765905027502844
34,27,0,0.0799628,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.0791465991428351
30,23,0,0.0008457,6,0,0,0,0.0,22,0.733,0,0.0,0,0,0,1,0.033,0.0012703491107556
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
29,22,0,0.0064109,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0030154751618946
27,21,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
18,12,0,0.0001858,2,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0.0051455554890202
22,15,0,0.5229071,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
41,32,0,0.0017656,4,1,0,0,0.0,27,0.659,0,0.0,0,0,0,6,0.146,0.006304695586713
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
41,30,0,0.0129268,2,1,0,0,0.0,28,0.683,0,0.0,0,0,0,5,0.122,0.017955978339906
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
35,27,0,0.5229071,3,1,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,0.4765905027502844
120,43,0,0.5229071,3,4,0,0,0.0,84,0.7,18,0.15,1,1,0,9,0.092,0.4765905027502844
22,16,0,0.0002256,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0.0047520466735673
59,31,0,0.5229071,3,3,0,0,0.0,40,0.678,0,0.0,0,0,0,7,0.119,0.4765905027502844
24,17,0,0.028555,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0272718718187806
39,33,0,0.5229071,3,1,0,0,0.0,15,0.385,12,0.308,0,0,0,1,0.026,0.4765905027502844
105,49,0,0.5229071,3,1,0,0,0.0,42,0.4,46,0.438,0,0,0,10,0.095,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
46,38,0,0.001502,3,1,0,0,0.0,24,0.522,9,0.196,0,0,0,5,0.109,0.0263693679050788
19,12,0,0.0384199,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0303258424082739
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
84,16,0,0.0011882,2,1,0,0,0.0,64,0.762,0,0.0,0,0,0,12,0.143,0.0015526489131457
59,22,0,0.5229071,3,0,0,0,0.0,45,0.763,0,0.0,0,0,0,6,0.102,0.4765905027502844
22,16,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0.4765905027502844
19,12,0,0.0799628,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0791465991428351
32,23,0,0.001502,3,1,0,0,0.0,19,0.594,2,0.062,0,0,0,3,0.094,0.0263693679050788
30,23,0,0.5229071,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
20,13,0,0.0799628,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0791465991428351
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
19,12,0,0.5229071,3,0,0,0,0.0,8,0.421,3,0.158,0,0,0,1,0.053,0.4765905027502844
31,24,0,0.0799628,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.0791465991428351
76,51,0,0.5229071,3,3,0,0,0.0,50,0.658,10,0.132,0,0,0,8,0.105,0.4765905027502844
33,24,0,0.5229071,3,1,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,0.4765905027502844
29,23,0,0.5229071,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0.4765905027502844
51,43,0,0.0059772,2,2,0,0,0.0,40,0.784,0,0.0,0,0,0,3,0.059,0.0231913564933231
30,23,0,0.0384199,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0303258424082739
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
93,20,0,0.0001819,5,1,0,0,0.0,70,0.753,11,0.118,0,0,0,4,0.043,0.0017151851630067
22,15,0,0.028555,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0272718718187806
23,16,0,0.028555,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0272718718187806
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
53,36,0,0.0002752,3,3,0,0,0.0,34,0.642,0,0.0,0,0,0,7,0.132,0.0099189885112534
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
22,15,0,0.0129268,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.017955978339906
24,18,0,0.0003306,4,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.006257645619648
53,45,0,0.0002752,3,3,0,0,0.0,36,0.679,0,0.0,0,0,0,6,0.113,0.0099189885112534
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
23,16,0,0.0115013,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.007793185453861
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
108,44,0,0.5229071,3,2,0,0,0.0,69,0.639,19,0.176,0,0,0,12,0.111,0.4765905027502844
32,26,0,0.0008457,6,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0.0012703491107556
34,27,0,0.0799628,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.0791465991428351
39,32,0,0.5229071,3,1,0,0,0.0,16,0.41,12,0.308,0,0,0,4,0.103,0.4765905027502844
29,22,0,0.5229071,3,2,0,0,0.0,15,0.517,1,0.034,0,0,0,2,0.069,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
25,18,0,0.0100856,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.0127077683772894
19,12,0,0.0799628,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
16,10,0,7.19e-05,2,1,0,0,0.0,4,0.25,0,0.0,0,0,0,1,0.062,0.0001026544735964
31,22,0,0.5229071,3,1,0,0,0.0,20,0.645,0,0.0,0,0,0,3,0.097,0.4765905027502844
27,21,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
25,16,0,0.001502,3,1,0,0,0.0,11,0.44,2,0.08,0,0,0,4,0.16,0.0263693679050788
